2020, 'SOUTHERN OREGON COASTAL'
2020, 'BULA3', 'BULLHEAD CITY', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'CALN2', 'CALIENTE', '0.00', '1.62', '1.20', '0.18', '1.20', '2.08', '0.74', '0.05', '0.08', '0.07', '0.00', 'M', 'M'
2020, 'DNWN2', 'DESERT NTL WILDLIFE REF', '0.00', '1.25', '0.58', '0.00', '0.31', '1.77', '0.43', '0.00', '0.00', '0.02', '0.00', '0.00', '4.36', '88', '88'
2020, 'EED', 'NEEDLES', '0.00', '2.69', '1.03', '0.00', '0.10', '2.36', '0.50', '0.00', '0.00', '0.00', '0.00', '0.00', '6.68', '145', '145'
2020, 'HIKN2', 'HIKO', '0.00', '1.80', '1.15', '0.08', '0.73', '1.42', '1.08', '0.00', '0.07', '0.00', '0.00', '0.00', '6.33', '87', '87'
2020, 'LAUN2', 'LAUGHLIN', '0.00', '3.55', '1.39', '0.00', '0.88', '2.25', '1.50', '0.00', '0.00', '0.00', '0.01', '0.00', '9.58', '149', '149'
2020, 'LAVU1', 'LA VERKIN', '0.00', '3.75', '1.01', '0.11', '1.10', '3.44', '0.84', '0.00', 'M', '0.15', '0.41', '0.00', 'M'
2020, 'LHCA3', 'LAKE HAVASU CITY', '0.00', '1.90', '0.72', '0.09', '0.35', '2.99', '0.15', '0.00', '0.00', '0.00', '0.00', '0.00', '6.20', '161', '161'
2020, 'LUNN2', 'LUND', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'SGUU1', 'ST. GEORGE', '0.00', '2.76', '1.34', '0.09', '0.99', '2.82', '0.87', '0.02', '0.00', '0.02', '2.00', '0.00', '10.91', '124', '124'
2020, 'SPVN2', 'SPRING VALLEY STATE PA', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'SRCN2', 'SEARCHLIGHT', '0.00', '2.96', '1.74', '0.00', '0.55', '1.99', '1.03', '0.00', '0.00', '0.00', '0.00', '0.00', '8.27', '104', '104'
2020, 'SUNN2', 'SUNNYSIDE', '0.00', '1.04', '0.44', '0.05', '0.20', '0.88', '1.34', '0.16', '0.00', '0.00', '0.00', '0.00', '4.11', '43', '43'
2020, 'VEF', 'LAS VEGAS', '0.00', '1.13', '1.04', '0.00', '0.28', '1.90', '0.24', '0.00', '0.00', '0.00', '0.00', '0.00', '4.59', '90', '90'
2020, 'VEYU1', 'VEYO POWER HOUSE', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'VOFN2', 'VALLEY FO FIRE SP', '0.00', 'M', 'M', 'M', '0.67', '2.51', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'WUPA3', 'WIKIEUP', '0.00', '3.92', '1.08', '0.09', '0.34', '2.97', '0.03', '0.00', '0.00', '0.33', '0.21', '0.00', '8.97', '96', '96'
2020, 'GREAT SALT LAKE'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'ENV', 'WENDOVER', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'LENN2', 'GREAT BASIN N P', '0.13', '2.52', '0.84', '0.20', 'M', '2.94', '0.97', '0.07', '0.44', '0.43', '0.00', '0.02', 'M'
2020, 'MNTN2', 'MONTELLO', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'ESCALANTE DESERT'
2020, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2020, 'CDEU1', 'CEDAR CITY 5E', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2020, 'EMRU1', 'ENTERPRISE', '0.00', '3.51', '1.33', '0.20', '0.97', '3.65', '1.30', '0.07', '0.00', '0.00', '0.11', '0.00', '11.14', '75', '75'
